DATE,FNIT,FNIT_peak,ITFN,ITFN_peak
2020-03-22 14:15:00,1.6888186623e+09,1.6888186623e+09,9.6390913453e+08,9.6390913453e+08
2020-03-22 14:20:00,1.7800553435e+09,1.7800553435e+09,4.6065982133e+08,4.6065982133e+08
2020-03-22 14:25:00,1.8329841012e+09,1.8329841012e+09,5.5838094931e+08,5.5838094931e+08
2020-03-22 14:30:00,1.7532840494e+09,1.7532840494e+09,4.9421472304e+08,4.9421472304e+08
2020-03-22 14:35:00,1.6610643184e+09,1.6610643184e+09,4.0142772974e+08,4.0142772974e+08
2020-03-22 14:40:00,2.2929718029e+09,2.2929718029e+09,9.5195796720e+08,9.5195796720e+08
2020-03-22 14:45:00,1.7704436136e+09,1.7704436136e+09,5.6214952426e+08,5.6214952426e+08
2020-03-22 14:50:00,1.4513852333e+09,1.4513852333e+09,4.7258618871e+08,4.7258618871e+08
2020-03-22 14:55:00,2.2564062388e+09,2.2564062388e+09,6.5690637754e+08,6.5690637754e+08
2020-03-22 15:00:00,1.8909079340e+09,1.8909079340e+09,6.0175775287e+08,6.0175775287e+08
2020-03-22 15:05:00,1.6896030189e+09,1.6896030189e+09,4.3121707198e+08,4.3121707198e+08
2020-03-22 15:10:00,1.2859992718e+09,1.2859992718e+09,1.1440774260e+09,1.1440774260e+09
2020-03-22 15:15:00,1.6507339628e+09,1.6507339628e+09,1.4421833130e+09,1.4421833130e+09
2020-03-22 15:20:00,1.2473125984e+09,1.2473125984e+09,8.8511963641e+08,8.8511963641e+08
2020-03-22 15:25:00,1.8600388138e+09,1.8600388138e+09,7.7435721281e+08,7.7435721281e+08
2020-03-22 15:30:00,1.3309781495e+09,1.3309781495e+09,6.1729866653e+08,6.1729866653e+08
2020-03-22 15:35:00,1.4526216521e+09,1.4526216521e+09,5.4462504002e+08,5.4462504002e+08
2020-03-22 15:40:00,1.2722110582e+09,1.2722110582e+09,9.1118347699e+08,9.1118347699e+08
2020-03-22 15:45:00,1.4903364122e+09,1.4903364122e+09,9.8049969524e+08,9.8049969524e+08
2020-03-22 15:50:00,1.2207326961e+09,1.2207326961e+09,4.6967458581e+08,4.6967458581e+08
2020-03-22 15:55:00,1.4113865965e+09,1.4113865965e+09,5.5655389704e+08,5.5655389704e+08
2020-03-22 16:00:00,1.8082437875e+09,1.8082437875e+09,4.8356125364e+08,4.8356125364e+08
2020-03-22 16:05:00,1.8377426438e+09,1.8377426438e+09,4.4388780298e+08,4.4388780298e+08
2020-03-22 16:10:00,1.6135346313e+09,1.6135346313e+09,5.9548292811e+08,5.9548292811e+08
2020-03-22 16:15:00,1.6627818934e+09,1.6627818934e+09,5.6908629444e+08,5.6908629444e+08
2020-03-22 16:20:00,2.0285727637e+09,2.0285727637e+09,3.9563467633e+08,3.9563467633e+08
2020-03-22 16:25:00,1.5186857776e+09,1.5186857776e+09,3.3560053156e+08,3.3560053156e+08
2020-03-22 16:30:00,1.0948295981e+09,1.0948295981e+09,5.1928060923e+08,5.1928060923e+08
2020-03-22 16:35:00,1.2424019414e+09,1.2424019414e+09,4.1505866323e+08,4.1505866323e+08
2020-03-22 16:40:00,1.2394415548e+09,1.2394415548e+09,3.9176636250e+08,3.9176636250e+08
2020-03-22 16:45:00,1.4509365291e+09,1.4509365291e+09,9.9344453190e+08,9.9344453190e+08
2020-03-22 16:50:00,1.7700003385e+09,1.7700003385e+09,8.2321021398e+08,8.2321021398e+08
2020-03-22 16:55:00,1.2248592143e+09,1.2248592143e+09,8.4694231993e+08,8.4694231993e+08
2020-03-22 17:00:00,1.3537096176e+09,1.3537096176e+09,9.7747911472e+08,9.7747911472e+08
2020-03-22 17:05:00,1.3035151401e+09,1.3035151401e+09,5.8255711377e+08,5.8255711377e+08
2020-03-22 17:10:00,1.1098751267e+09,1.1098751267e+09,4.7545248766e+08,4.7545248766e+08
2020-03-22 17:15:00,1.3180783191e+09,1.3180783191e+09,5.6127160261e+08,5.6127160261e+08
2020-03-22 17:20:00,9.3153776191e+08,9.3153776191e+08,6.4396035078e+08,6.4396035078e+08
2020-03-22 17:25:00,9.6391194281e+08,9.6391194281e+08,4.7407368817e+08,4.7407368817e+08
