DATE,SKHU,SKHU_peak,HUSK,HUSK_peak
2020-03-22 18:10:00,8.0219645694e+06,8.0219645694e+06,7.1300075050e+08,7.1300075050e+08
2020-03-22 18:15:00,6.9207356468e+06,6.9207356468e+06,7.2021654461e+08,7.2021654461e+08
2020-03-22 18:20:00,6.3329041354e+06,6.3329041354e+06,7.3716450285e+08,7.3716450285e+08
2020-03-22 18:25:00,4.3112188316e+06,4.3112188316e+06,7.4630551255e+08,7.4630551255e+08
2020-03-22 18:30:00,5.5051525395e+06,5.5051525395e+06,6.9899079125e+08,6.9899079125e+08
2020-03-22 18:35:00,6.9431379190e+06,6.9431379190e+06,6.7343592540e+08,6.7343592540e+08
2020-03-22 18:40:00,9.0279448109e+06,9.0279448109e+06,6.5399168741e+08,6.5399168741e+08
2020-03-22 18:45:00,1.0241083426e+07,1.0241083426e+07,5.8150556315e+08,5.8150556315e+08
2020-03-22 18:50:00,1.0662727960e+07,1.0662727960e+07,5.8038278342e+08,5.8038278342e+08
2020-03-22 18:55:00,9.8757806338e+06,9.8757806338e+06,5.0305904915e+08,5.0305904915e+08
2020-03-22 19:00:00,9.4404714175e+06,9.4404714175e+06,4.7981276102e+08,4.7981276102e+08
2020-03-22 19:05:00,1.0106767250e+07,1.0106767250e+07,3.7975580472e+08,3.7975580472e+08
2020-03-22 19:10:00,1.2745289363e+07,1.2745289363e+07,2.9499608009e+08,2.9499608009e+08
2020-03-22 19:15:00,7.8246541195e+06,7.8246541195e+06,2.4688061843e+08,2.4688061843e+08
2020-03-22 19:20:00,2.7537114697e+07,2.7537114697e+07,2.0025096657e+08,2.0025096657e+08
2020-03-22 19:25:00,1.4939632438e+07,1.4939632438e+07,1.6651971228e+08,1.6651971228e+08
2020-03-22 19:30:00,1.5952576865e+07,1.5952576865e+07,1.9426063034e+08,1.9426063034e+08
2020-03-22 19:35:00,1.2543411830e+07,1.2543411830e+07,1.8431924302e+08,1.8431924302e+08
