DATE,ROHU,ROHU_peak,HURO,HURO_peak
2020-03-22 14:50:00,1.7950470427e+08,1.7950470427e+08,1.7727574411e+08,1.7727574411e+08
2020-03-22 14:55:00,1.2453645579e+08,1.2453645579e+08,4.5036323795e+07,4.5036323795e+07
2020-03-22 15:00:00,1.6671144201e+08,1.6671144201e+08,4.5614171419e+07,4.5614171419e+07
2020-03-22 15:05:00,2.5604777586e+08,2.5604777586e+08,4.9874055680e+07,4.9874055680e+07
2020-03-22 15:10:00,2.1792465292e+08,2.1792465292e+08,9.2926452265e+07,9.2926452265e+07
2020-03-22 15:15:00,1.5279924406e+08,1.5279924406e+08,4.4731590777e+07,4.4731590777e+07
2020-03-22 15:20:00,2.1535579095e+08,2.1535579095e+08,5.4609174255e+07,5.4609174255e+07
2020-03-22 15:25:00,3.2382871874e+08,3.2382871874e+08,5.6271841896e+07,5.6271841896e+07
2020-03-22 15:30:00,3.9275915042e+08,3.9275915042e+08,1.2773388613e+08,1.2773388613e+08
2020-03-22 15:35:00,4.7171912238e+08,4.7171912238e+08,4.5979775891e+08,4.5979775891e+08
2020-03-22 15:40:00,6.0724058135e+08,6.0724058135e+08,3.7160287150e+08,3.7160287150e+08
2020-03-22 15:45:00,6.0335877766e+08,6.0335877766e+08,1.7200666091e+08,1.7200666091e+08
2020-03-22 15:50:00,5.8697162870e+08,5.8697162870e+08,6.2610497304e+07,6.2610497304e+07
2020-03-22 15:55:00,7.0517334159e+08,7.0517334159e+08,1.4697822632e+08,1.4697822632e+08
2020-03-22 16:00:00,6.2905021196e+08,6.2905021196e+08,6.9048332365e+07,6.9048332365e+07
2020-03-22 16:05:00,6.9349449452e+08,6.9349449452e+08,1.3239539937e+08,1.3239539937e+08
2020-03-22 16:10:00,6.6527199190e+08,6.6527199190e+08,9.0436454178e+07,9.0436454178e+07
2020-03-22 16:15:00,6.4805883029e+08,6.4805883029e+08,7.4590089704e+07,7.4590089704e+07
2020-03-22 16:20:00,6.5318078676e+08,6.5318078676e+08,6.8888756856e+07,6.8888756856e+07
2020-03-22 16:25:00,5.3911844479e+08,5.3911844479e+08,7.0607126886e+07,7.0607126886e+07
2020-03-22 16:30:00,4.1945729002e+08,4.1945729002e+08,7.4287291157e+07,7.4287291157e+07
2020-03-22 16:35:00,3.4039279515e+08,3.4039279515e+08,7.8575034587e+07,7.8575034587e+07
2020-03-22 16:40:00,3.0545851832e+08,3.0545851832e+08,7.0394096959e+07,7.0394096959e+07
2020-03-22 16:45:00,2.9236487502e+08,2.9236487502e+08,6.2728254203e+07,6.2728254203e+07
2020-03-22 16:50:00,2.8826483005e+08,2.8826483005e+08,6.5990608770e+07,6.5990608770e+07
2020-03-22 16:55:00,2.8097891851e+08,2.8097891851e+08,7.2534827778e+07,7.2534827778e+07
2020-03-22 17:00:00,2.5000191037e+08,2.5000191037e+08,7.4629829239e+07,7.4629829239e+07
2020-03-22 17:05:00,2.5915713129e+08,2.5915713129e+08,6.2744502082e+07,6.2744502082e+07
2020-03-22 17:10:00,4.0494260004e+08,4.0494260004e+08,7.0344196254e+07,7.0344196254e+07
2020-03-22 17:15:00,3.1848570207e+08,3.1848570207e+08,6.5980774737e+07,6.5980774737e+07
2020-03-22 17:20:00,2.9873510376e+08,2.9873510376e+08,6.6511624074e+07,6.6511624074e+07
2020-03-22 17:25:00,3.1434785705e+08,3.1434785705e+08,4.8960924457e+07,4.8960924457e+07
2020-03-22 17:30:00,3.5425810870e+08,3.5425810870e+08,5.5582095589e+07,5.5582095589e+07
2020-03-22 17:35:00,4.2071556607e+08,4.2071556607e+08,7.0311532066e+07,7.0311532066e+07
2020-03-22 17:40:00,5.1378698929e+08,5.1378698929e+08,7.0963468775e+07,7.0963468775e+07
2020-03-22 17:45:00,5.0291968278e+08,5.0291968278e+08,7.1260785228e+07,7.1260785228e+07
2020-03-22 17:50:00,5.3291540718e+08,5.3291540718e+08,7.1554531430e+07,7.1554531430e+07
2020-03-22 17:55:00,5.7368636011e+08,5.7368636011e+08,6.8493518565e+07,6.8493518565e+07
2020-03-22 18:00:00,6.7378763004e+08,6.7378763004e+08,6.6358886980e+07,6.6358886980e+07
2020-03-22 18:05:00,8.0429114432e+08,8.0429114432e+08,6.0221933164e+07,6.0221933164e+07
2020-03-22 18:10:00,1.0281584507e+09,1.0281584507e+09,5.7897038193e+07,5.7897038193e+07
2020-03-22 18:15:00,8.4403344693e+08,8.4403344693e+08,6.4375278320e+07,6.4375278320e+07
2020-03-22 18:20:00,8.6078615870e+08,8.6078615870e+08,6.3243571708e+07,6.3243571708e+07
2020-03-22 18:25:00,8.4020631114e+08,8.4020631114e+08,5.5726063564e+07,5.5726063564e+07
2020-03-22 18:30:00,8.0630749747e+08,8.0630749747e+08,5.5669955211e+07,5.5669955211e+07
2020-03-22 18:35:00,7.5111935092e+08,7.5111935092e+08,6.1410121271e+07,6.1410121271e+07
2020-03-22 18:40:00,7.8246951805e+08,7.8246951805e+08,7.2032257018e+07,7.2032257018e+07
2020-03-22 18:45:00,6.7281793046e+08,6.7281793046e+08,6.6412649320e+07,6.6412649320e+07
2020-03-22 18:50:00,7.0427693280e+08,7.0427693280e+08,6.8798695671e+07,6.8798695671e+07
2020-03-22 18:55:00,6.2130539902e+08,6.2130539902e+08,1.7592171392e+08,1.7592171392e+08
2020-03-22 19:00:00,5.4816570624e+08,5.4816570624e+08,6.5088836261e+07,6.5088836261e+07
2020-03-22 19:05:00,4.0243171355e+08,4.0243171355e+08,6.5933757057e+07,6.5933757057e+07
2020-03-22 19:10:00,3.3841906081e+08,3.3841906081e+08,8.3383182726e+07,8.3383182726e+07
2020-03-22 19:15:00,2.9727294762e+08,2.9727294762e+08,7.1704305034e+07,7.1704305034e+07
2020-03-22 19:20:00,2.4000163535e+08,2.4000163535e+08,1.0586402056e+08,1.0586402056e+08
2020-03-22 19:25:00,1.9793737976e+08,1.9793737976e+08,1.3936166251e+08,1.3936166251e+08
2020-03-22 19:30:00,2.3350579869e+08,2.3350579869e+08,1.4656256402e+08,1.4656256402e+08
2020-03-22 19:35:00,2.5520518453e+08,2.5520518453e+08,5.1531412948e+07,5.1531412948e+07
2020-03-22 19:40:00,2.7826999423e+08,2.7826999423e+08,6.5110517148e+07,6.5110517148e+07
