DATE,LVET,LVET_peak,ETLV,ETLV_peak
2020-03-22 01:15:00,3.0923511717e+09,3.0923511717e+09,1.4746703564e+08,1.4746703564e+08
2020-03-22 01:20:00,1.8627474970e+09,1.8627474970e+09,5.0180963920e+07,5.0180963920e+07
2020-03-22 01:25:00,2.4189312236e+07,2.4189312236e+07,4.3524659318e+07,4.3524659318e+07
2020-03-22 01:30:00,1.6473989652e+07,1.6473989652e+07,3.2231681319e+07,3.2231681319e+07
2020-03-22 01:35:00,1.4572360616e+07,1.4572360616e+07,3.3509140556e+07,3.3509140556e+07
2020-03-22 01:40:00,1.8379008761e+07,1.8379008761e+07,3.6483076628e+07,3.6483076628e+07
2020-03-22 01:45:00,9.3520206867e+07,9.3520206867e+07,2.7580275538e+07,2.7580275538e+07
2020-03-22 01:50:00,1.7938679490e+07,1.7938679490e+07,3.1423682189e+07,3.1423682189e+07
2020-03-22 01:55:00,1.7792783581e+07,1.7792783581e+07,2.3362067552e+07,2.3362067552e+07
2020-03-22 02:00:00,1.0259735802e+07,1.0259735802e+07,2.3478661126e+07,2.3478661126e+07
2020-03-22 02:05:00,1.1554964633e+07,1.1554964633e+07,1.0880442141e+08,1.0880442141e+08
2020-03-22 02:10:00,1.0030533076e+07,1.0030533076e+07,3.1048672297e+07,3.1048672297e+07
2020-03-22 02:15:00,1.0036559276e+07,1.0036559276e+07,2.2016214701e+07,2.2016214701e+07
2020-03-22 02:20:00,1.0357186718e+07,1.0357186718e+07,2.5109746113e+07,2.5109746113e+07
2020-03-22 02:25:00,1.6481800618e+07,1.6481800618e+07,2.0925268593e+07,2.0925268593e+07
2020-03-22 02:30:00,1.0821996590e+07,1.0821996590e+07,2.1958632046e+07,2.1958632046e+07
2020-03-22 02:35:00,1.1202503819e+07,1.1202503819e+07,1.9491800936e+07,1.9491800936e+07
2020-03-22 02:40:00,1.0296300104e+07,1.0296300104e+07,2.6263378018e+07,2.6263378018e+07
2020-03-22 02:45:00,1.6845158798e+07,1.6845158798e+07,2.1281411238e+07,2.1281411238e+07
2020-03-22 02:50:00,1.8426170855e+07,1.8426170855e+07,2.7979022288e+07,2.7979022288e+07
2020-03-22 02:55:00,1.8032907055e+07,1.8032907055e+07,2.3160790284e+07,2.3160790284e+07
2020-03-22 03:00:00,2.0195163905e+07,2.0195163905e+07,4.3672516407e+07,4.3672516407e+07
2020-03-22 03:05:00,1.4564501316e+08,1.4564501316e+08,4.5481557524e+07,4.5481557524e+07
2020-03-22 03:10:00,3.2088223276e+07,3.2088223276e+07,9.7279111739e+07,9.7279111739e+07
2020-03-22 03:15:00,9.9454140861e+06,9.9454140861e+06,2.8788191619e+07,2.8788191619e+07
2020-03-22 03:20:00,1.0934286507e+07,1.0934286507e+07,2.6775488540e+07,2.6775488540e+07
2020-03-22 03:25:00,1.3352844246e+07,1.3352844246e+07,2.4385276424e+07,2.4385276424e+07
2020-03-22 03:30:00,1.2765245921e+07,1.2765245921e+07,2.5154262977e+07,2.5154262977e+07
2020-03-22 03:35:00,1.1896027375e+07,1.1896027375e+07,2.8241056803e+07,2.8241056803e+07
2020-03-22 03:40:00,2.0236442241e+07,2.0236442241e+07,1.8801521293e+07,1.8801521293e+07
2020-03-22 03:45:00,1.4862844269e+07,1.4862844269e+07,3.0010108653e+07,3.0010108653e+07
2020-03-22 03:50:00,1.6783403671e+07,1.6783403671e+07,6.7445693007e+07,6.7445693007e+07
2020-03-22 03:55:00,1.5173668349e+07,1.5173668349e+07,2.5847769008e+07,2.5847769008e+07
2020-03-22 04:00:00,1.4111341999e+07,1.4111341999e+07,1.7571276867e+07,1.7571276867e+07
2020-03-22 04:05:00,1.5074283465e+07,1.5074283465e+07,2.6474375445e+07,2.6474375445e+07
2020-03-22 04:10:00,1.5149695585e+07,1.5149695585e+07,2.2688971041e+07,2.2688971041e+07
2020-03-22 04:15:00,1.2794073661e+07,1.2794073661e+07,1.6792179885e+07,1.6792179885e+07
2020-03-22 04:20:00,1.4168946227e+07,1.4168946227e+07,2.0989301172e+07,2.0989301172e+07
2020-03-22 04:25:00,9.7974915591e+06,9.7974915591e+06,2.0499539155e+07,2.0499539155e+07
2020-03-22 04:30:00,9.5959816998e+06,9.5959816998e+06,1.7616684511e+07,1.7616684511e+07
2020-03-22 04:35:00,8.8152384850e+06,8.8152384850e+06,1.7489450291e+07,1.7489450291e+07
2020-03-22 04:40:00,1.9541577786e+07,1.9541577786e+07,1.7319571205e+07,1.7319571205e+07
2020-03-22 04:45:00,1.4625719508e+07,1.4625719508e+07,2.3054249435e+07,2.3054249435e+07
2020-03-22 04:50:00,1.1629437462e+07,1.1629437462e+07,3.2241686400e+07,3.2241686400e+07
2020-03-22 04:55:00,1.2170559457e+07,1.2170559457e+07,3.1133392365e+07,3.1133392365e+07
2020-03-22 05:00:00,1.3853107921e+07,1.3853107921e+07,3.5009153037e+07,3.5009153037e+07
2020-03-22 05:05:00,1.0314403690e+08,1.0314403690e+08,2.2232309974e+07,2.2232309974e+07
2020-03-22 05:10:00,1.1230783234e+07,1.1230783234e+07,1.6363876957e+07,1.6363876957e+07
2020-03-22 05:15:00,1.4120149896e+07,1.4120149896e+07,1.4186536168e+07,1.4186536168e+07
2020-03-22 05:20:00,1.4464686540e+07,1.4464686540e+07,2.6079953576e+07,2.6079953576e+07
2020-03-22 05:25:00,1.5713203200e+07,1.5713203200e+07,2.3431605803e+07,2.3431605803e+07
2020-03-22 05:30:00,1.3484101693e+07,1.3484101693e+07,2.5123667704e+07,2.5123667704e+07
2020-03-22 05:35:00,1.4262031496e+07,1.4262031496e+07,1.8458831473e+07,1.8458831473e+07
2020-03-22 05:40:00,1.3960883702e+07,1.3960883702e+07,7.2468015287e+07,7.2468015287e+07
2020-03-22 05:45:00,1.1506281293e+07,1.1506281293e+07,2.5452710791e+07,2.5452710791e+07
2020-03-22 05:50:00,1.1242882709e+07,1.1242882709e+07,2.2528343176e+07,2.2528343176e+07
