DATE,IEUK,IEUK_peak,UKIE,IEUK_peak
2020-03-15 17:50:00,8.6961746354e+08,8.6961746354e+08,3.3934078533e+09,3.3934078533e+09
2020-03-15 17:55:00,8.7514568583e+08,8.7514568583e+08,3.4846761859e+09,3.4846761859e+09
2020-03-15 18:00:00,9.2382131763e+08,9.2382131763e+08,3.4449444317e+09,3.4449444317e+09
2020-03-15 18:05:00,9.6331118225e+08,9.6331118225e+08,3.6338850630e+09,3.6338850630e+09
2020-03-15 18:10:00,9.4914246465e+08,9.4914246465e+08,3.5723332877e+09,3.5723332877e+09
2020-03-15 18:15:00,9.5350473187e+08,9.5350473187e+08,3.7100380895e+09,3.7100380895e+09
2020-03-15 18:20:00,9.1521404329e+08,9.1521404329e+08,3.4952342410e+09,3.4952342410e+09
2020-03-15 18:25:00,1.0686683833e+09,1.0686683833e+09,3.6207854986e+09,3.6207854986e+09
2020-03-15 18:30:00,1.0593215525e+09,1.0593215525e+09,3.4171401879e+09,3.4171401879e+09
2020-03-15 18:35:00,1.0889539909e+09,1.0889539909e+09,3.5016422433e+09,3.5016422433e+09
2020-03-15 18:40:00,1.0809284239e+09,1.0809284239e+09,3.4434166788e+09,3.4434166788e+09
2020-03-15 18:45:00,9.3957406534e+08,9.3957406534e+08,3.6106704487e+09,3.6106704487e+09
2020-03-15 18:50:00,1.1384932063e+09,1.1384932063e+09,3.0512727124e+09,3.0512727124e+09
2020-03-15 18:55:00,8.8428879233e+08,8.8428879233e+08,3.4746939793e+09,3.4746939793e+09
2020-03-15 19:00:00,8.0547882833e+08,8.0547882833e+08,3.4421346300e+09,3.4421346300e+09
2020-03-15 19:05:00,7.2348054003e+08,7.2348054003e+08,3.6701669464e+09,3.6701669464e+09
2020-03-15 19:10:00,7.4208169562e+08,7.4208169562e+08,3.6022500000e+09,3.6022500000e+09
2020-03-15 19:15:00,9.1181349223e+08,9.1181349223e+08,3.5626362936e+09,3.5626362936e+09
2020-03-15 19:20:00,8.2567316088e+08,8.2567316088e+08,3.4001760922e+09,3.4001760922e+09
2020-03-15 19:25:00,7.6960973133e+08,7.6960973133e+08,3.4702263872e+09,3.4702263872e+09
2020-03-15 19:30:00,6.7227646702e+08,6.7227646702e+08,3.5234285944e+09,3.5234285944e+09
2020-03-15 19:35:00,8.4988119195e+08,8.4988119195e+08,3.4902255815e+09,3.4902255815e+09
2020-03-15 19:40:00,7.8788715067e+08,7.8788715067e+08,3.5264788528e+09,3.5264788528e+09
