DATE,LNLV,LNLV_peak,LVLN,LNLV_peak
2020-03-15 17:20:00,3.3654219034e+05,3.3654219034e+05,3.7000131116e+06,3.7000131116e+06
2020-03-15 17:25:00,3.5003220992e+05,3.5003220992e+05,4.1170004767e+06,4.1170004767e+06
2020-03-15 17:30:00,3.4454139623e+05,3.4454139623e+05,3.7028901327e+06,3.7028901327e+06
2020-03-15 17:35:00,3.4024920762e+05,3.4024920762e+05,4.6909681909e+06,4.6909681909e+06
2020-03-15 17:40:00,3.1086707336e+05,3.1086707336e+05,8.2910388689e+05,8.2910388689e+05
2020-03-15 17:45:00,3.0029858323e+05,3.0029858323e+05,5.1120493567e+05,5.1120493567e+05
2020-03-15 17:50:00,3.1474901938e+05,3.1474901938e+05,9.1556924371e+05,9.1556924371e+05
2020-03-15 17:55:00,3.1672948752e+05,3.1672948752e+05,1.3697796882e+06,1.3697796882e+06
2020-03-15 18:00:00,3.0692391616e+05,3.0692391616e+05,3.2176704963e+05,3.2176704963e+05
2020-03-15 18:05:00,3.2925717070e+05,3.2925717070e+05,3.2990013854e+06,3.2990013854e+06
2020-03-15 18:10:00,2.9736613892e+05,2.9736613892e+05,3.3931059417e+05,3.3931059417e+05
2020-03-15 18:15:00,3.0570143840e+05,3.0570143840e+05,3.1411490738e+05,3.1411490738e+05
2020-03-15 18:20:00,3.4511901102e+05,3.4511901102e+05,6.8717926133e+05,6.8717926133e+05
2020-03-15 18:25:00,3.3909432742e+05,3.3909432742e+05,1.6828029679e+06,1.6828029679e+06
2020-03-15 18:30:00,3.0527135788e+05,3.0527135788e+05,3.2913446167e+05,3.2913446167e+05
2020-03-15 18:35:00,3.0117357035e+05,3.0117357035e+05,3.1254557385e+05,3.1254557385e+05
2020-03-15 18:40:00,3.0421100836e+05,3.0421100836e+05,3.1092804693e+05,3.1092804693e+05
2020-03-15 18:45:00,3.1307412071e+05,3.1307412071e+05,3.1624184107e+05,3.1624184107e+05
2020-03-15 18:50:00,3.2251649333e+05,3.2251649333e+05,5.6505125796e+05,5.6505125796e+05
2020-03-15 18:55:00,3.6039120652e+05,3.6039120652e+05,1.5745225980e+06,1.5745225980e+06
2020-03-15 19:00:00,3.0486530904e+05,3.0486530904e+05,3.1738632224e+05,3.1738632224e+05
2020-03-15 19:05:00,3.2239901417e+05,3.2239901417e+05,3.2920182607e+06,3.2920182607e+06
2020-03-15 19:10:00,3.7230604147e+05,3.7230604147e+05,3.4595045004e+05,3.4595045004e+05
2020-03-15 19:15:00,7.1988215431e+05,7.1988215431e+05,4.1589078667e+05,4.1589078667e+05
2020-03-15 19:20:00,3.5215972378e+05,3.5215972378e+05,6.9857052276e+05,6.9857052276e+05
2020-03-15 19:25:00,4.2699106950e+05,4.2699106950e+05,1.7238708530e+07,1.7238708530e+07
2020-03-15 19:30:00,3.7833357579e+05,3.7833357579e+05,5.0172447606e+06,5.0172447606e+06
2020-03-15 19:35:00,3.4748246980e+05,3.4748246980e+05,5.3838574589e+06,5.3838574589e+06
2020-03-15 19:40:00,3.4211009332e+05,3.4211009332e+05,4.4827617433e+06,4.4827617433e+06
