DATE,CHFN,CHFN_peak,FNCH,CHFN_peak
2020-03-15 16:30:00,1.1420987120e+10,1.1420987120e+10,6.6783578747e+09,6.6783578747e+09
2020-03-15 16:35:00,8.6349400499e+09,8.6349400499e+09,7.8477662622e+09,7.8477662622e+09
2020-03-15 16:40:00,7.3940708673e+09,7.3940708673e+09,7.1374493416e+09,7.1374493416e+09
2020-03-15 16:45:00,7.7630409809e+09,7.7630409809e+09,8.1148328840e+09,8.1148328840e+09
2020-03-15 16:50:00,8.7244051556e+09,8.7244051556e+09,7.7072178000e+09,7.7072178000e+09
2020-03-15 16:55:00,9.9560499588e+09,9.9560499588e+09,7.1321353786e+09,7.1321353786e+09
2020-03-15 17:00:00,1.0064592515e+10,1.0064592515e+10,6.9455630332e+09,6.9455630332e+09
2020-03-15 17:05:00,9.4515931877e+09,9.4515931877e+09,5.9918624054e+09,5.9918624054e+09
2020-03-15 17:10:00,6.9044527378e+09,6.9044527378e+09,4.5178707996e+09,4.5178707996e+09
2020-03-15 17:15:00,7.8293298455e+09,7.8293298455e+09,4.7403924633e+09,4.7403924633e+09
2020-03-15 17:20:00,8.0387014105e+09,8.0387014105e+09,6.2791961521e+09,6.2791961521e+09
2020-03-15 17:25:00,6.9323690782e+09,6.9323690782e+09,4.4265024059e+09,4.4265024059e+09
2020-03-15 17:30:00,5.8438861422e+09,5.8438861422e+09,4.8464037559e+09,4.8464037559e+09
2020-03-15 17:35:00,6.7427727888e+09,6.7427727888e+09,6.7887218345e+09,6.7887218345e+09
2020-03-15 17:40:00,7.0048477765e+09,7.0048477765e+09,6.0664817081e+09,6.0664817081e+09
2020-03-15 17:45:00,6.6460136688e+09,6.6460136688e+09,5.8236108098e+09,5.8236108098e+09
2020-03-15 17:50:00,9.6089606933e+09,9.6089606933e+09,5.6193540533e+09,5.6193540533e+09
2020-03-15 17:55:00,1.3874470349e+10,1.3874470349e+10,6.1730891873e+09,6.1730891873e+09
2020-03-15 18:00:00,7.8169845234e+09,7.8169845234e+09,4.8618976731e+09,4.8618976731e+09
2020-03-15 18:05:00,6.8689758378e+09,6.8689758378e+09,5.8026399060e+09,5.8026399060e+09
2020-03-15 18:10:00,6.3999912748e+09,6.3999912748e+09,5.7199055028e+09,5.7199055028e+09
2020-03-15 18:15:00,9.8674539054e+09,9.8674539054e+09,5.6675836555e+09,5.6675836555e+09
2020-03-15 18:20:00,9.3939885373e+09,9.3939885373e+09,5.7897940846e+09,5.7897940846e+09
2020-03-15 18:25:00,6.1830742199e+09,6.1830742199e+09,5.2065068159e+09,5.2065068159e+09
2020-03-15 18:30:00,7.6275865601e+09,7.6275865601e+09,5.3051176141e+09,5.3051176141e+09
2020-03-15 18:35:00,8.7193524005e+09,8.7193524005e+09,6.0006054073e+09,6.0006054073e+09
2020-03-15 18:40:00,8.6215656696e+09,8.6215656696e+09,5.7200598493e+09,5.7200598493e+09
2020-03-15 18:45:00,9.6529721060e+09,9.6529721060e+09,6.1757362563e+09,6.1757362563e+09
2020-03-15 18:50:00,1.2636902372e+10,1.2636902372e+10,6.7029325112e+09,6.7029325112e+09
2020-03-15 18:55:00,1.1509158313e+10,1.1509158313e+10,8.0924164073e+09,8.0924164073e+09
2020-03-15 19:00:00,1.0249960034e+10,1.0249960034e+10,7.5883777657e+09,7.5883777657e+09
2020-03-15 19:05:00,1.3289766159e+10,1.3289766159e+10,6.8088545793e+09,6.8088545793e+09
2020-03-15 19:10:00,1.2519971561e+10,1.2519971561e+10,7.3293445790e+09,7.3293445790e+09
2020-03-15 19:15:00,8.2531160802e+09,8.2531160802e+09,7.0327120767e+09,7.0327120767e+09
2020-03-15 19:20:00,1.0775008025e+10,1.0775008025e+10,6.3687225243e+09,6.3687225243e+09
