DATE,HUAT,HUAT_peak,ATHU,ATHU_peak
2020-03-22 15:40:00,1.0304186379e+10,1.0304186379e+10,3.9115769449e+09,3.9115769449e+09
2020-03-22 15:45:00,1.0670570201e+10,1.0670570201e+10,4.1723476416e+09,4.1723476416e+09
2020-03-22 15:50:00,1.0778772220e+10,1.0778772220e+10,5.5128990647e+09,5.5128990647e+09
2020-03-22 15:55:00,1.0313291605e+10,1.0313291605e+10,5.0163495405e+09,5.0163495405e+09
2020-03-22 16:00:00,1.0523685869e+10,1.0523685869e+10,3.5775610908e+09,3.5775610908e+09
2020-03-22 16:05:00,1.0197946431e+10,1.0197946431e+10,4.1538546751e+09,4.1538546751e+09
2020-03-22 16:10:00,1.0962430983e+10,1.0962430983e+10,4.9633094600e+09,4.9633094600e+09
2020-03-22 16:15:00,1.0465573816e+10,1.0465573816e+10,4.6428175025e+09,4.6428175025e+09
2020-03-22 16:20:00,9.6492053303e+09,9.6492053303e+09,3.8562100607e+09,3.8562100607e+09
2020-03-22 16:25:00,9.1133961108e+09,9.1133961108e+09,3.6236160611e+09,3.6236160611e+09
2020-03-22 16:30:00,9.2653062687e+09,9.2653062687e+09,3.6631295012e+09,3.6631295012e+09
2020-03-22 16:35:00,9.1278336253e+09,9.1278336253e+09,3.4355185730e+09,3.4355185730e+09
2020-03-22 16:40:00,8.9687042166e+09,8.9687042166e+09,3.5446722901e+09,3.5446722901e+09
2020-03-22 16:45:00,9.6608713145e+09,9.6608713145e+09,3.5455150448e+09,3.5455150448e+09
2020-03-22 16:50:00,1.0349217427e+10,1.0349217427e+10,3.5776227548e+09,3.5776227548e+09
2020-03-22 16:55:00,9.2628940651e+09,9.2628940651e+09,3.3643644487e+09,3.3643644487e+09
2020-03-22 17:00:00,9.4724130408e+09,9.4724130408e+09,6.2991169655e+09,6.2991169655e+09
2020-03-22 17:05:00,8.2225337615e+09,8.2225337615e+09,5.9991457900e+09,5.9991457900e+09
2020-03-22 17:10:00,8.3100294645e+09,8.3100294645e+09,2.8516207265e+09,2.8516207265e+09
2020-03-22 17:15:00,8.3192242690e+09,8.3192242690e+09,2.5980111973e+09,2.5980111973e+09
2020-03-22 17:20:00,8.2943442839e+09,8.2943442839e+09,3.0239482010e+09,3.0239482010e+09
2020-03-22 17:25:00,8.3167424072e+09,8.3167424072e+09,5.7386212629e+09,5.7386212629e+09
2020-03-22 17:30:00,8.2637886620e+09,8.2637886620e+09,4.8100003208e+09,4.8100003208e+09
2020-03-22 17:35:00,7.9339830641e+09,7.9339830641e+09,5.4507632437e+09,5.4507632437e+09
2020-03-22 17:40:00,8.1673270096e+09,8.1673270096e+09,5.1487346083e+09,5.1487346083e+09
2020-03-22 17:45:00,7.7859545893e+09,7.7859545893e+09,3.4316990789e+09,3.4316990789e+09
2020-03-22 17:50:00,8.1114791445e+09,8.1114791445e+09,3.9941347981e+09,3.9941347981e+09
2020-03-22 17:55:00,7.9894364347e+09,7.9894364347e+09,2.6765285414e+09,2.6765285414e+09
2020-03-22 18:00:00,7.8290764081e+09,7.8290764081e+09,2.5055761494e+09,2.5055761494e+09
2020-03-22 18:05:00,7.6231394685e+09,7.6231394685e+09,2.3954508694e+09,2.3954508694e+09
2020-03-22 18:10:00,8.2401531120e+09,8.2401531120e+09,2.1128739616e+09,2.1128739616e+09
2020-03-22 18:15:00,7.9209649663e+09,7.9209649663e+09,2.1550450972e+09,2.1550450972e+09
2020-03-22 18:20:00,8.1001004490e+09,8.1001004490e+09,2.2226236503e+09,2.2226236503e+09
2020-03-22 18:25:00,8.5677608018e+09,8.5677608018e+09,2.3134850585e+09,2.3134850585e+09
2020-03-22 18:30:00,8.5837448158e+09,8.5837448158e+09,2.4582969354e+09,2.4582969354e+09
2020-03-22 18:35:00,8.1187990437e+09,8.1187990437e+09,2.4512518583e+09,2.4512518583e+09
2020-03-22 18:40:00,7.6994893642e+09,7.6994893642e+09,2.4962339686e+09,2.4962339686e+09
2020-03-22 18:45:00,7.9886309217e+09,7.9886309217e+09,2.6487391856e+09,2.6487391856e+09
2020-03-22 18:50:00,8.1647504003e+09,8.1647504003e+09,2.6707294177e+09,2.6707294177e+09
2020-03-22 18:55:00,8.4655579805e+09,8.4655579805e+09,2.7524552507e+09,2.7524552507e+09
2020-03-22 19:00:00,8.2054945017e+09,8.2054945017e+09,2.8352013631e+09,2.8352013631e+09
2020-03-22 19:05:00,8.4600393687e+09,8.4600393687e+09,2.6670656386e+09,2.6670656386e+09
2020-03-22 19:10:00,8.9301309491e+09,8.9301309491e+09,2.5828838173e+09,2.5828838173e+09
2020-03-22 19:15:00,9.0099643017e+09,9.0099643017e+09,2.5311048136e+09,2.5311048136e+09
2020-03-22 19:20:00,8.3035387359e+09,8.3035387359e+09,3.0297204142e+09,3.0297204142e+09
2020-03-22 19:25:00,8.7891917708e+09,8.7891917708e+09,3.4681471773e+09,3.4681471773e+09
2020-03-22 19:30:00,8.4046729027e+09,8.4046729027e+09,3.0639773946e+09,3.0639773946e+09
2020-03-22 19:35:00,8.2288731926e+09,8.2288731926e+09,3.5368804296e+09,3.5368804296e+09
2020-03-22 19:40:00,8.6196261231e+09,8.6196261231e+09,4.7057689207e+09,4.7057689207e+09
2020-03-22 19:45:00,8.4980672864e+09,8.4980672864e+09,4.8425047320e+09,4.8425047320e+09
