DATE,DEDU,DEDU_peak,DUDE,DEDU_peak
2020-03-15 17:10:00,2.6605106163e+10,2.6605106163e+10,8.7679647496e+09,8.7679647496e+09
2020-03-15 17:15:00,2.3343917586e+10,2.3343917586e+10,6.8886397700e+09,6.8886397700e+09
2020-03-15 17:20:00,2.2265857249e+10,2.2265857249e+10,1.0217944889e+10,1.0217944889e+10
2020-03-15 17:25:00,2.5839073776e+10,2.5839073776e+10,9.1986964572e+09,9.1986964572e+09
2020-03-15 17:30:00,2.3623125614e+10,2.3623125614e+10,7.3024824488e+09,7.3024824488e+09
2020-03-15 17:35:00,2.4923198089e+10,2.4923198089e+10,9.6501405037e+09,9.6501405037e+09
2020-03-15 17:40:00,2.0175944851e+10,2.0175944851e+10,8.9486662578e+09,8.9486662578e+09
2020-03-15 17:45:00,1.9273995921e+10,1.9273995921e+10,9.9660432577e+09,9.9660432577e+09
2020-03-15 17:50:00,2.4183727630e+10,2.4183727630e+10,1.0238551181e+10,1.0238551181e+10
2020-03-15 17:55:00,2.1183411784e+10,2.1183411784e+10,8.1072667122e+09,8.1072667122e+09
2020-03-15 18:00:00,2.1301645655e+10,2.1301645655e+10,1.2296966873e+10,1.2296966873e+10
2020-03-15 18:05:00,2.0903675066e+10,2.0903675066e+10,1.1326396852e+10,1.1326396852e+10
2020-03-15 18:10:00,1.8138450417e+10,1.8138450417e+10,1.1625045858e+10,1.1625045858e+10
2020-03-15 18:15:00,1.5806859145e+10,1.5806859145e+10,1.6662832473e+10,1.6662832473e+10
2020-03-15 18:20:00,1.9666860571e+10,1.9666860571e+10,7.9402111631e+09,7.9402111631e+09
2020-03-15 18:25:00,1.7189751117e+10,1.7189751117e+10,1.1835000237e+10,1.1835000237e+10
2020-03-15 18:30:00,2.0677146672e+10,2.0677146672e+10,3.8788508314e+09,3.8788508314e+09
2020-03-15 18:35:00,1.9300264177e+10,1.9300264177e+10,1.2443877061e+10,1.2443877061e+10
2020-03-15 18:40:00,1.8202599893e+10,1.8202599893e+10,1.9641909081e+10,1.9641909081e+10
2020-03-15 18:45:00,2.2938912768e+10,2.2938912768e+10,1.2178808617e+10,1.2178808617e+10
2020-03-15 18:50:00,1.9920259819e+10,1.9920259819e+10,1.0792476164e+10,1.0792476164e+10
2020-03-15 18:55:00,1.7604177785e+10,1.7604177785e+10,1.0724033799e+10,1.0724033799e+10
2020-03-15 19:00:00,2.0725414682e+10,2.0725414682e+10,1.0106474360e+10,1.0106474360e+10
2020-03-15 19:05:00,1.6781022710e+10,1.6781022710e+10,6.6052839572e+09,6.6052839572e+09
2020-03-15 19:10:00,1.5127106436e+10,1.5127106436e+10,3.8976261017e+09,3.8976261017e+09
2020-03-15 19:15:00,1.7025833375e+10,1.7025833375e+10,1.0258351961e+10,1.0258351961e+10
2020-03-15 19:20:00,2.5298315767e+10,2.5298315767e+10,1.6039512291e+10,1.6039512291e+10
2020-03-15 19:25:00,2.4812692934e+10,2.4812692934e+10,5.6314335127e+09,5.6314335127e+09
2020-03-15 19:30:00,1.5413129410e+10,1.5413129410e+10,9.1849766954e+09,9.1849766954e+09
2020-03-15 19:35:00,1.5877643866e+10,1.5877643866e+10,6.7110402816e+09,6.7110402816e+09
2020-03-15 19:40:00,1.8361615548e+10,1.8361615548e+10,4.8901898410e+09,4.8901898410e+09
